32,1,42,101
33,23,59,101
34,68,102,101
35,71,94,101
36,1,50,101
37,1,33,101
38,75,104,101
39,1,44,101
40,75,106,101
41,43,71,101
42,1,67,101
43,1,33,101
44,31,52,101
45,51,97,101
46,1,30,101
47,1,42,101
48,60,87,101
49,109,135,101
50,136,165,101
51,115,143,101
52,1,39,101
53,82,119,101
54,1,37,101
55,135,177,101
56,1,34,101
57,1,42,101
58,1,56,101
59,77,106,101
60,53,93,101
61,1,47,101
62,1,49,101
63,1,25,101
64,1,40,101
65,29,65,101
66,94,132,101
67,111,160,101
68,102,152,101
69,1,76,101
70,1,31,101
71,1,38,101
72,1,37,101
73,93,143,101
74,122,155,101
75,1,57,101
76,1,48,101
77,1,46,101
78,118,152,101
79,48,89,101
80,75,122,101
81,75,100,101
82,198,229,101
83,1,43,101
84,44,87,101
85,69,83,101
86,1,45,101
87,39,59,101
88,31,63,101
89,75,112,101
90,1,31,101
91,1,22,101
92,98,126,101
93,119,186,101
94,1,31,101
95,1,42,101
96,1,25,101
97,26,41,101
98,54,93,101
99,1,36,101
100,1,50,101
101,96,122,101
102,1,41,101
103,1,83,101
104,1,46,101
105,130,172,101
106,173,216,101
107,1,42,101
108,82,120,101
109,36,58,101
110,1,27,101
0,1,53,3
1,95,123,3
2,1,26,3
3,1,23,3
4,1,30,3
5,28,45,3
6,88,117,3
7,59,86,3
8,1,66,3
9,1,34,3
10,1,49,3
11,85,119,3
12,48,68,3
13,1,41,3
14,48,88,3
15,86,121,3
16,1,41,3
17,35,62,3
18,1,32,3
19,1,26,3
20,1,47,3
21,134,179,3
22,1,59,3
23,1,34,3
24,54,77,3
25,42,74,3
26,34,75,3
27,76,121,3
28,15,30,3
29,101,132,3
30,1,110,3
31,83,116,3
32,112,161,3
33,24,48,3
34,1,57,3
35,84,114,3
36,1,41,3
37,21,43,3
38,1,42,3
39,1,52,3
40,25,49,3
41,1,33,3
42,1,51,3
43,25,45,3
44,1,34,3
45,122,160,3
46,43,81,3
47,40,66,3
48,34,59,3
49,47,84,3
50,1,25,3
51,1,31,3
52,82,107,3
53,1,91,3
54,92,139,3
55,1,25,3
56,118,149,3
57,1,21,3
58,1,38,3
59,45,86,3
60,72,99,3
61,1,26,3
62,75,96,3
63,1,33,3
64,34,64,3
65,1,34,3
66,1,41,3
67,1,38,3
68,127,185,3
69,64,102,3
70,58,101,3
71,1,37,3
72,33,52,3
73,1,65,3
74,1,59,3
75,88,119,3
76,120,165,3
77,1,40,3
78,47,84,3
79,1,103,3
80,1,29,3
81,89,125,3
82,126,161,3
83,1,38,3
84,1,60,3
85,34,66,3
86,1,37,3
87,1,26,3
88,1,39,3
89,1,36,3
90,1,37,3
91,1,23,3
92,36,61,3
93,55,106,3
94,42,59,3
95,1,53,3
96,1,31,3
97,70,97,3
98,1,57,3
99,89,124,3
100,1,39,3
101,52,107,3
102,1,21,3
103,36,64,3
104,159,235,3
105,1,36,3
106,60,101,3
107,1,32,3
108,27,52,3
109,40,78,3
110,53,100,3
111,101,149,3
112,1,41,3
113,1,41,3
114,1,82,3
115,58,78,3
116,1,41,3
117,1,38,3
118,1,41,3
119,1,23,3
120,1,34,3
121,1,34,3
122,36,67,3
123,1,38,3
124,85,164,3
0,1,106,199
1,122,198,199
2,46,149,199
3,150,256,199
4,1,106,199
5,1,83,199
6,84,170,199
7,74,139,199
8,1,185,199
9,1,89,199
10,90,163,199
11,76,163,199
12,1,86,199
13,130,202,199
14,1,128,199
15,1,86,199
16,1,77,199
17,110,190,199
18,1,88,199
19,121,200,199
20,1,90,199
21,93,182,199
22,1,90,199
23,1,79,199
24,89,279,199
25,51,128,199
26,1,100,199
27,49,120,199
28,48,101,199
29,102,165,199
30,166,229,199
31,1,58,199
32,1,98,199
33,167,250,199
34,47,115,199
35,116,187,199
36,1,95,199
37,96,190,199
38,125,245,199
39,1,67,199
40,1,133,199
41,172,274,199
42,1,73,199
43,44,145,199
44,233,352,199
45,1,88,199
46,134,205,199
47,118,200,199
48,259,351,199
49,1,71,199
50,1,98,199
51,241,364,199
52,1,97,199
53,1,263,199
54,388,587,199
55,87,192,199
56,1,87,199
57,111,200,199
58,159,229,199
59,1,160,199
60,1,94,199
61,43,119,199
62,151,257,199
63,96,178,199
64,189,280,199
65,98,152,199
66,50,260,199
67,1,187,199
68,35,102,199
69,224,317,199
70,1,75,199
71,101,183,199
72,1,86,199
73,41,113,199
74,114,181,199
75,1,92,199
76,1,230,199
77,43,136,199
78,1,89,199
79,45,134,199
80,1,85,199
81,51,117,199
82,1,74,199
83,1,203,199
84,1,113,199
85,1,90,199
86,70,165,199
87,62,130,199
88,103,208,199
89,181,280,199
90,1,107,199
91,65,197,199
92,1,97,199
93,1,93,199
94,94,194,199
95,1,78,199
96,58,143,199
97,108,178,199
98,147,225,199
99,1,80,199
100,1,94,199
101,1,74,199
102,125,209,199
103,49,119,199
104,225,418,199
105,1,112,199
106,1,127,199
107,1,97,199
108,1,118,199
109,386,607,199
110,1,109,199
111,1,181,199
112,36,96,199
113,163,231,199
114,1,86,199
115,87,189,199
116,1,118,199
117,1,91,199
118,79,193,199
119,1,96,199
120,1,79,199
121,64,298,199
122,1,72,199
123,1,114,199
124,115,223,199
125,1,87,199
126,71,122,199
127,1,122,199
128,1,71,199
129,1,85,199
130,1,71,199
131,120,230,199
132,1,64,199
0,20,44,30
1,114,140,30
2,1,47,30
3,1,46,30
4,1,34,30
5,95,124,30
6,1,45,30
7,69,101,30
8,102,135,30
9,1,40,30
10,109,145,30
11,63,87,30
12,1,25,30
13,1,91,30
14,88,118,30
15,44,77,30
16,93,127,30
17,1,52,30
18,1,47,30
19,91,121,30
20,1,34,30
21,1,46,30
22,87,119,30
23,47,90,30
24,176,226,30
25,1,52,30
26,40,73,30
27,1,77,30
28,1,20,30
29,1,75,30
30,154,186,30
31,1,57,30
32,1,32,30
33,47,65,30
34,1,43,30
35,1,41,30
36,158,190,30
37,1,46,30
38,1,21,30
39,57,85,30
40,1,57,30
41,1,38,30
42,79,119,30
43,1,33,30
44,1,28,30
45,29,52,30
46,72,111,30
47,1,15,30
48,71,103,30
49,75,108,30
50,1,45,30
51,173,218,30
52,28,59,30
53,50,80,30
54,110,162,30
55,1,41,30
56,1,44,30
57,83,120,30
58,103,121,30
59,1,33,30
60,1,66,30
61,1,40,30
62,1,32,30
63,40,68,30
64,1,17,30
65,48,67,30
66,40,54,30
67,48,77,30
68,59,76,30
69,28,52,30
70,1,58,30
71,1,28,30
72,29,59,30
73,97,140,30
74,120,187,30
75,107,149,30
76,1,41,30
77,1,44,30
78,26,43,30
79,65,90,30
80,40,73,30
81,62,126,30
82,69,102,30
83,131,160,30
84,1,51,30
85,1,36,30
86,70,96,30
87,1,46,30
88,110,147,30
89,96,124,30
90,104,141,30
91,1,32,30
92,41,70,30
93,1,27,30
94,52,70,30
95,37,68,30
96,22,38,30
97,1,29,30
98,32,53,30
99,54,76,30
100,1,16,30
101,1,25,30
102,57,72,30
103,27,53,30
104,49,97,30
105,1,25,30
106,1,53,30
107,1,22,30
108,37,59,30
109,1,33,30
110,81,106,30
111,1,20,30
112,79,120,30
113,28,55,30
114,1,34,30
115,1,39,30
116,1,55,30
117,23,37,30
118,49,88,30
119,68,98,30
120,1,28,30
121,1,73,30
122,74,154,30
123,155,224,30
124,35,66,30
125,1,33,30
126,159,202,30
127,1,52,30
128,1,30,30
129,35,66,30
130,46,82,30
131,33,53,30
132,1,43,30
133,1,36,30
134,47,75,30
135,1,64,30
136,34,64,30
0,1,31,111
1,1,44,111
2,56,100,111
3,1,40,111
4,41,64,111
5,1,77,111
6,94,124,111
7,1,35,111
8,87,126,111
9,36,54,111
10,1,49,111
11,1,56,111
12,28,65,111
13,1,42,111
14,43,99,111
15,1,23,111
16,1,47,111
17,94,116,111
18,152,206,111
19,59,98,111
20,133,167,111
21,1,45,111
22,46,79,111
23,47,93,111
24,213,247,111
25,78,105,111
26,1,30,111
27,35,70,111
28,71,109,111
29,28,58,111
30,102,141,111
31,58,106,111
32,20,43,111
33,39,64,111
34,38,91,111
35,52,84,111
36,58,94,111
37,83,108,111
38,55,75,111
39,30,57,111
40,73,102,111
41,103,139,111
42,317,370,111
43,1,38,111
44,101,147,111
45,56,85,111
46,1,40,111
47,72,103,111
48,95,133,111
49,1,39,111
50,48,81,111
51,1,66,111
52,1,32,111
53,1,41,111
54,1,25,111
55,61,102,111
56,1,54,111
57,1,27,111
58,1,44,111
59,45,81,111
60,1,42,111
61,1,75,111
62,114,148,111
63,1,32,111
64,108,132,111
65,1,25,111
66,50,73,111
67,1,58,111
68,1,59,111
69,41,74,111
70,1,48,111
71,48,102,111
72,1,33,111
73,39,78,111
74,35,56,111
75,1,26,111
76,1,66,111
77,1,63,111
78,1,53,111
79,1,42,111
80,1,47,111
81,1,28,111
82,54,76,111
83,77,103,111
84,39,65,111
85,1,22,111
86,23,46,111
87,1,34,111
88,76,114,111
89,104,143,111
90,1,31,111
91,1,50,111
92,1,56,111
93,133,162,111
94,57,92,111
95,1,36,111
96,1,49,111
97,140,186,111
98,1,42,111
0,28,50,247
1,47,97,247
2,1,51,247
3,128,162,247
4,69,99,247
5,65,98,247
6,1,34,247
7,1,37,247
8,49,86,247
9,1,47,247
10,61,87,247
11,40,76,247
12,1,39,247
13,85,123,247
14,28,53,247
15,1,33,247
16,62,91,247
17,76,120,247
18,48,105,247
19,115,174,247
20,1,30,247
21,1,47,247
22,1,48,247
23,1,31,247
24,1,33,247
25,43,77,247
26,57,87,247
27,1,30,247
28,1,45,247
29,151,197,247
30,108,155,247
31,26,48,247
32,72,92,247
33,1,41,247
34,1,38,247
35,75,107,247
36,1,34,247
37,30,73,247
38,50,92,247
39,1,45,247
40,1,30,247
41,124,151,247
42,1,31,247
43,56,84,247
44,85,120,247
45,1,29,247
46,91,114,247
47,1,45,247
48,33,65,247
49,1,28,247
50,1,48,247
51,1,32,247
52,70,106,247
53,1,53,247
54,1,28,247
55,52,75,247
56,43,91,247
57,26,48,247
58,1,31,247
59,1,53,247
60,35,64,247
61,36,66,247
62,1,35,247
63,27,58,247
64,69,105,247
65,1,36,247
66,1,36,247
67,48,91,247
68,42,88,247
69,89,123,247
70,1,51,247
71,34,61,247
72,106,134,247
73,1,49,247
74,87,121,247
75,1,57,247
76,82,110,247
77,111,139,247
78,33,66,247
79,45,73,247
80,135,171,247
81,1,47,247
82,62,85,247
83,36,64,247
84,1,33,247
85,1,35,247
86,1,40,247
87,1,28,247
88,36,66,247
89,32,64,247
90,1,34,247
91,1,32,247
92,33,61,247
93,1,31,247
94,1,61,247
95,1,28,247
0,1,45,220
1,31,70,220
2,134,194,220
3,31,64,220
4,1,36,220
5,53,92,220
6,28,65,220
7,97,133,220
8,1,68,220
9,134,201,220
10,1,67,220
11,88,120,220
12,63,118,220
13,125,145,220
14,54,96,220
15,37,78,220
16,34,64,220
17,1,62,220
18,1,41,220
19,1,43,220
20,77,116,220
21,51,84,220
22,102,150,220
23,83,115,220
24,156,250,220
25,93,121,220
26,1,61,220
27,1,71,220
28,1,70,220
29,92,136,220
30,1,34,220
31,35,64,220
32,89,137,220
33,155,199,220
34,122,157,220
35,1,30,220
36,1,37,220
37,1,56,220
38,1,39,220
39,40,81,220
40,1,39,220
41,290,336,220
42,1,48,220
43,37,71,220
44,1,39,220
45,1,42,220
46,1,28,220
47,58,90,220
48,1,47,220
49,29,70,220
50,100,145,220
51,33,71,220
52,72,107,220
53,30,53,220
54,1,61,220
55,1,80,220
56,1,32,220
57,1,36,220
58,60,120,220
59,38,95,220
60,34,66,220
61,1,36,220
62,76,137,220
63,1,42,220
64,33,76,220
65,1,50,220
66,88,117,220
67,28,77,220
68,54,93,220
69,106,141,220
70,1,50,220
71,1,55,220
72,47,79,220
73,1,41,220
74,1,31,220
75,1,59,220
76,60,105,220
77,53,77,220
78,27,60,220
79,67,96,220
80,1,62,220
81,122,180,220
82,1,32,220
83,108,146,220
84,81,130,220
85,1,45,220
86,69,107,220
87,74,138,220
88,1,49,220
89,63,96,220
90,1,32,220
91,33,66,220
92,69,130,220
93,1,68,220
94,31,55,220
95,133,173,220
96,1,66,220
97,29,73,220
98,82,114,220
99,95,138,220
100,57,86,220
101,1,39,220
102,1,62,220
103,132,212,220
104,39,84,220
105,118,181,220
0,1,21,208
1,65,88,208
2,89,116,208
3,1,36,208
4,1,32,208
5,80,112,208
6,1,88,208
7,133,164,208
8,41,64,208
9,1,42,208
10,90,120,208
11,84,106,208
12,1,27,208
13,1,42,208
14,71,119,208
15,81,121,208
16,54,90,208
17,150,182,208
18,43,71,208
19,34,58,208
20,1,39,208
21,1,42,208
22,1,26,208
23,1,30,208
24,65,84,208
25,251,370,208
26,143,183,208
27,67,100,208
28,80,136,208
29,137,175,208
30,41,84,208
31,1,35,208
32,1,38,208
33,42,88,208
34,1,41,208
35,1,27,208
36,1,53,208
37,46,80,208
38,99,127,208
39,31,70,208
40,1,66,208
41,1,30,208
42,1,41,208
43,42,72,208
44,1,54,208
45,71,91,208
46,37,79,208
47,1,46,208
48,44,76,208
49,76,118,208
50,143,180,208
51,1,41,208
52,1,27,208
53,1,48,208
54,42,80,208
55,1,34,208
56,1,24,208
57,1,28,208
58,1,42,208
59,1,38,208
60,58,91,208
61,1,35,208
62,1,31,208
63,1,25,208
64,1,40,208
65,41,76,208
66,1,32,208
67,1,33,208
68,35,69,208
69,1,33,208
70,1,26,208
71,1,36,208
72,103,132,208
73,1,38,208
74,1,38,208
75,26,42,208
76,80,102,208
77,146,180,208
78,181,216,208
79,1,35,208
80,1,31,208
81,1,27,208
82,1,27,208
83,1,26,208
84,58,81,208
85,69,95,208
86,65,104,208
87,64,82,208
88,1,46,208
89,235,297,208
90,41,79,208
91,176,336,208
0,1,31,119
1,138,177,119
2,1,55,119
3,1,57,119
4,58,94,119
5,1,38,119
6,1,44,119
7,45,91,119
8,1,38,119
9,1,48,119
10,1,44,119
11,92,143,119
12,29,64,119
13,28,54,119
14,38,74,119
15,1,32,119
16,1,42,119
17,1,71,119
18,198,291,119
19,1,69,119
20,53,86,119
21,94,151,119
22,1,29,119
23,30,62,119
24,1,51,119
25,1,64,119
26,43,74,119
27,1,28,119
28,51,101,119
29,1,28,119
30,29,52,119
31,108,154,119
32,98,131,119
33,1,39,119
34,1,36,119
35,103,151,119
36,121,164,119
37,1,55,119
38,1,37,119
39,38,84,119
40,1,37,119
41,80,117,119
42,1,30,119
43,92,132,119
44,1,31,119
45,1,33,119
46,1,32,119
47,33,55,119
48,50,109,119
49,1,45,119
50,82,114,119
51,1,30,119
52,1,25,119
53,1,35,119
54,1,51,119
55,34,93,119
56,65,95,119
57,1,26,119
58,27,51,119
59,1,27,119
60,43,71,119
61,1,32,119
62,1,37,119
63,1,40,119
64,106,151,119
65,1,28,119
66,71,105,119
67,181,232,119
68,1,45,119
69,45,81,119
70,59,87,119
71,1,44,119
72,1,34,119
73,1,28,119
74,58,89,119
75,67,108,119
76,1,45,119
77,1,49,119
78,1,53,119
79,1,42,119
80,1,34,119
81,82,117,119
82,159,190,119
83,1,48,119
84,59,106,119
85,32,56,119
86,1,62,119
87,41,83,119
88,1,33,119
89,62,97,119
0,59,82,52
1,1,59,52
2,43,92,52
3,97,131,52
4,30,59,52
5,1,44,52
6,66,96,52
7,34,68,52
8,1,84,52
9,1,92,52
10,50,101,52
11,1,51,52
12,81,124,52
13,1,102,52
14,1,50,52
15,1,49,52
16,1,62,52
17,1,31,52
18,1,34,52
19,1,37,52
20,1,63,52
21,78,112,52
22,39,100,52
23,1,52,52
24,26,53,52
25,54,85,52
26,80,149,52
27,41,99,52
28,1,45,52
29,38,72,52
30,28,58,52
31,59,88,52
32,52,107,52
33,1,33,52
34,40,93,52
35,1,48,52
36,1,33,52
37,31,66,52
38,54,127,52
39,1,36,52
40,1,55,52
41,41,77,52
42,1,33,52
43,62,91,52
44,104,134,52
45,1,53,52
46,67,104,52
47,1,61,52
48,1,41,52
49,1,75,52
50,1,88,52
51,1,26,52
52,44,142,52
53,60,87,52
54,48,116,52
55,1,35,52
56,39,75,52
57,1,38,52
58,92,151,52
59,152,210,52
60,1,49,52
61,137,169,52
62,62,109,52
63,1,32,52
64,1,71,52
65,36,74,52
66,1,70,52
67,67,107,52
68,48,102,52
69,1,44,52
70,1,44,52
71,168,235,52
72,236,309,52
73,1,43,52
74,90,127,52
75,1,30,52
76,99,132,52
77,74,110,52
78,100,134,52
79,1,31,52
80,1,34,52
81,31,60,52
82,1,49,52
83,1,58,52
84,62,99,52
85,63,131,52
86,121,169,52
87,170,226,52
88,98,126,52
89,1,35,52
0,83,124,145
1,65,105,145
2,138,178,145
3,1,69,145
4,1,45,145
5,214,285,145
6,1,47,145
7,93,141,145
8,1,33,145
9,1,62,145
10,78,127,145
11,1,48,145
12,61,106,145
13,29,61,145
14,50,108,145
15,109,173,145
16,31,62,145
17,1,59,145
18,38,76,145
19,144,191,145
20,1,41,145
21,1,32,145
22,1,88,145
23,1,48,145
24,1,54,145
25,1,54,145
26,43,88,145
27,31,62,145
28,1,37,145
29,38,75,145
30,1,37,145
31,1,51,145
32,33,85,145
33,1,39,145
34,67,102,145
35,63,195,145
36,115,148,145
37,1,45,145
38,1,83,145
39,1,57,145
40,1,42,145
41,87,108,145
42,109,133,145
43,96,131,145
44,1,44,145
45,1,59,145
46,77,116,145
47,1,47,145
48,1,57,145
49,1,59,145
50,1,34,145
51,1,53,145
52,76,114,145
53,41,83,145
54,40,68,145
55,45,86,145
56,152,204,145
57,29,69,145
58,1,39,145
59,48,130,145
60,61,97,145
61,1,33,145
62,1,52,145
63,141,183,145
64,91,136,145
65,185,217,145
66,111,166,145
67,58,90,145
68,1,28,145
69,29,58,145
70,1,38,145
71,35,69,145
72,97,134,145
73,1,68,145
74,35,66,145
75,86,127,145
76,1,57,145
77,53,103,145
78,1,51,145
79,29,69,145
80,1,34,145
81,67,99,145
82,46,94,145
83,1,41,145
84,1,52,145
85,1,36,145
86,1,54,145
87,1,28,145
88,1,59,145
89,34,61,145
0,85,124,167
1,35,77,167
2,1,33,167
3,1,43,167
4,96,140,167
5,141,191,167
6,70,99,167
7,40,67,167
8,149,182,167
9,1,46,167
10,47,87,167
11,27,61,167
12,98,137,167
13,85,138,167
14,1,39,167
15,1,76,167
16,1,39,167
17,1,48,167
18,1,97,167
19,104,148,167
20,1,22,167
21,41,62,167
22,1,49,167
23,19,32,167
24,140,197,167
25,29,44,167
26,1,35,167
27,1,41,167
28,41,72,167
29,44,79,167
30,1,39,167
31,77,103,167
32,1,41,167
33,1,40,167
34,26,48,167
35,1,63,167
36,1,34,167
37,104,137,167
38,69,90,167
39,1,57,167
40,104,149,167
41,1,60,167
42,66,83,167
43,1,38,167
44,1,42,167
45,118,153,167
46,1,39,167
47,1,37,167
48,1,40,167
49,1,43,167
50,50,80,167
51,95,140,167
52,1,31,167
53,1,44,167
54,1,34,167
55,32,65,167
56,1,32,167
57,1,29,167
58,149,191,167
59,46,69,167
60,55,100,167
61,160,195,167
62,70,109,167
63,110,151,167
64,1,49,167
65,1,38,167
66,93,113,167
67,49,89,167
68,1,30,167
69,1,26,167
70,27,49,167
71,140,175,167
72,1,48,167
73,59,97,167
74,54,109,167
75,34,63,167
76,51,94,167
77,1,46,167
78,1,40,167
79,1,101,167
80,54,90,167
81,93,135,167
82,38,68,167
83,1,46,167
84,153,196,167
85,46,78,167
86,38,68,167
87,103,134,167
88,1,44,167
89,160,199,167
90,1,75,167
91,35,70,167
92,106,141,167
93,1,53,167
94,1,36,167
95,86,154,167
96,72,130,167
97,87,125,167
98,1,29,167
99,34,61,167
100,62,96,167
101,1,31,167
102,255,298,167
103,1,32,167
104,93,136,167
105,137,189,167
106,1,21,167
107,50,67,167
108,1,42,167
109,53,88,167
110,94,145,167
111,52,103,167
112,1,47,167
113,48,76,167
114,1,41,167
115,1,26,167
116,1,44,167
117,45,81,167
118,126,165,167
119,42,62,167
120,1,34,167
121,134,179,167
122,33,65,167
123,173,210,167
124,1,49,167
125,40,80,167
126,1,42,167
127,1,58,167
128,1,41,167
129,1,55,167
130,1,96,167
131,53,78,167
132,1,51,167
133,1,44,167
134,1,36,167
135,1,48,167
136,65,91,167
137,120,147,167
138,1,34,167
139,180,223,167
140,1,83,167
141,1,41,167
142,42,77,167
143,31,63,167
144,1,48,167
145,40,73,167
146,1,51,167
147,116,167,167
148,1,41,167
149,1,29,167
150,1,39,167
151,64,85,167
152,1,29,167
153,1,75,167
154,125,191,167
155,53,78,167
156,47,74,167
157,1,44,167
158,123,152,167
159,1,67,167
160,1,92,167
161,1,87,167
162,36,67,167
163,68,95,167
164,1,27,167
165,62,86,167
166,124,156,167
167,157,203,167
168,1,41,167
169,101,131,167
170,1,110,167
171,94,132,167
172,126,187,167
173,72,106,167
174,127,169,167
175,1,33,167
176,1,63,167
177,1,52,167
178,112,160,167
0,45,84,187
1,1,66,187
2,47,98,187
3,1,56,187
4,1,95,187
5,47,110,187
6,1,112,187
7,100,146,187
8,147,205,187
9,1,72,187
10,67,101,187
11,57,102,187
12,79,141,187
13,180,242,187
14,103,134,187
15,79,112,187
16,1,86,187
17,138,229,187
18,90,145,187
19,1,97,187
20,1,74,187
21,128,157,187
22,28,59,187
23,1,52,187
24,65,97,187
25,38,117,187
26,83,132,187
27,1,56,187
28,1,54,187
29,110,162,187
30,108,137,187
31,31,63,187
32,89,191,187
33,33,53,187
34,39,84,187
35,85,139,187
36,1,36,187
37,37,81,187
38,45,69,187
39,1,42,187
40,1,74,187
41,35,70,187
42,118,153,187
43,154,222,187
44,89,157,187
45,1,49,187
46,1,32,187
47,1,56,187
48,1,66,187
49,1,68,187
50,1,40,187
51,38,102,187
52,55,101,187
53,106,187,187
54,150,230,187
55,1,39,187
56,66,105,187
57,1,31,187
58,1,61,187
59,1,32,187
60,1,52,187
61,98,146,187
62,60,119,187
63,120,172,187
64,86,149,187
65,35,74,187
66,1,54,187
67,44,75,187
68,1,45,187
69,70,100,187
70,1,35,187
71,1,30,187
72,40,77,187
73,1,41,187
74,1,88,187
75,108,148,187
76,1,67,187
77,1,62,187
78,63,116,187
79,1,27,187
80,1,28,187
81,89,121,187
82,98,200,187
83,72,116,187
84,90,133,187
85,1,73,187
86,1,52,187
87,1,88,187
88,1,58,187
89,147,204,187
90,150,214,187
91,1,53,187
92,1,42,187
93,47,101,187
94,151,250,187
95,251,365,187
96,1,25,187
97,26,48,187
98,50,112,187
99,1,89,187
100,1,37,187
101,92,144,187
102,78,117,187
103,38,97,187
104,98,159,187
105,54,140,187
106,1,66,187
107,1,85,187
108,155,246,187
109,1,71,187
110,73,137,187
111,1,61,187
112,143,254,187
113,1,62,187
114,1,92,187
115,68,89,187
116,1,32,187
117,74,109,187
118,1,35,187
119,1,50,187
120,1,53,187
121,54,99,187
122,149,217,187
123,50,116,187
124,1,97,187
125,42,83,187
126,95,130,187
127,1,77,187
128,63,85,187
129,1,37,187
130,72,107,187
131,108,145,187
132,109,147,187
133,1,42,187
